Model,#Params (B),Submission Date,Hub License,Type,Average ⬆️,IFEval,BBH,MATH Lvl 5,GPQA,MUSR,MMLU-PRO,sub_date,is_chat,has_license,_k,match_conf,matched,c4_model,c4_params_B,c4_compute_FLOP,c4_data,c4_open,c4_access,c4_pubdate,c4_org
Quazim0t0/TBL-8B-sce,8.03,2025-02-07,,🤝 base merges and moerges,23.7599,45.8099,28.3625,15.3323,11.1857,11.9878,29.8814,2025-02-07,False,False,quazim0t0tbl8bsce,none,False,,,,,,,,
Quazim0t0/ThinkPhi1.1-Tensors,14.66,2025-01-30,apache-2.0,🔶 fine-tuned on domain-specific datasets,27.935,39.0754,49.1417,18.2024,6.4877,11.2833,43.4194,2025-01-30,False,True,quazim0t0thinkphi11tensors,none,False,,,,,,,,
Quazim0t0/Venti-20b,21.475,2025-02-05,,🤝 base merges and moerges,38.5034,66.4103,55.7998,33.9124,10.962,15.1974,48.7385,2025-02-05,False,False,quazim0t0venti20b,none,False,,,,,,,,
Quazim0t0/Venti-Blend-sce,21.475,2025-02-05,,🤝 base merges and moerges,39.4487,68.7934,54.9941,40.5589,8.83669,14.4659,49.0433,2025-02-05,False,False,quazim0t0ventiblendsce,none,False,,,,,,,,
Quazim0t0/Vine-14b-sce,14.66,2025-02-06,,🤝 base merges and moerges,41.0568,67.3346,55.3297,50.0755,11.1857,13.4365,48.9786,2025-02-06,False,False,quazim0t0vine14bsce,none,False,,,,,,,,
Quazim0t0/Wendy-14B,14.66,2025-03-10,,🤝 base merges and moerges,41.2086,67.7218,56.172,48.3384,10.962,14.7836,49.2742,2025-03-10,False,False,quazim0t0wendy14b,none,False,,,,,,,,
Quazim0t0/Wu-14b-sce,14.66,2025-02-07,,🤝 base merges and moerges,36.4911,67.1822,54.9447,26.1329,12.8635,10.1284,47.695,2025-02-07,False,False,quazim0t0wu14bsce,none,False,,,,,,,,
Quazim0t0/bloom-14b-stock,14.66,2025-02-05,,🤝 base merges and moerges,40.2911,65.7509,55.273,48.1118,10.8501,13.1698,48.5908,2025-02-05,False,False,quazim0t0bloom14bstock,none,False,,,,,,,,
Quazim0t0/caramel-14B,14.66,2025-03-13,,🤝 base merges and moerges,41.2218,67.4495,55.7562,47.1299,12.6398,15.0719,49.2834,2025-03-13,False,False,quazim0t0caramel14b,none,False,,,,,,,,
Quazim0t0/graphite-14b-sce,14.66,2025-02-05,,🤝 base merges and moerges,29.1085,32.1686,51.5092,30.0604,5.25727,8.09896,47.5565,2025-02-05,False,False,quazim0t0graphite14bsce,none,False,,,,,,,,
Quazim0t0/mocha-14B,14.66,2025-03-13,,🤝 base merges and moerges,39.8478,58.9315,55.2322,52.6435,10.7383,12.8305,48.7108,2025-03-13,False,False,quazim0t0mocha14b,none,False,,,,,,,,
Quazim0t0/mosaic-14b-sce,14.66,2025-02-05,,🤝 base merges and moerges,40.8304,68.7559,55.6911,40.2568,14.9888,16.4406,48.8494,2025-02-05,False,False,quazim0t0mosaic14bsce,none,False,,,,,,,,
Quazim0t0/tesseract-14b-stock,14.66,2025-02-05,,🤝 base merges and moerges,39.4011,58.4794,54.9969,51.435,10.2908,12.4383,48.7663,2025-02-05,False,False,quazim0t0tesseract14bstock,none,False,,,,,,,,
Quazim0t0/time-14b-stock,14.66,2025-02-05,,🤝 base merges and moerges,41.1754,66.9924,55.3591,50.8308,11.2975,13.4737,49.0987,2025-02-05,False,False,quazim0t0time14bstock,none,False,,,,,,,,
Qwen/QwQ-32B,32.764,2025-03-11,apache-2.0,🔶 fine-tuned on domain-specific datasets,12.2149,39.7674,2.86834,16.0876,1.34228,11.0461,2.17753,2025-03-11,False,True,qwenqwq32b,high,True,QwQ-32B,32.5,3.51e+24,,Yes,Open weights (unrestricted),2025-03-06,Alibaba
Qwen/QwQ-32B-Preview,32.764,2024-11-29,apache-2.0,"💬 chat models (RLHF, DPO, IFT, ...)",34.1199,40.3544,53.3877,44.9396,4.25056,9.80703,51.9799,2024-11-29,True,True,qwenqwq32bpreview,medium,True,QwQ-32B,32.5,3.51e+24,,Yes,Open weights (unrestricted),2025-03-06,Alibaba
Qwen/Qwen1.5-0.5B,0.62,2024-06-13,other,🟢 pretrained,5.35102,17.0561,5.03548,1.73716,0.559284,4.30312,3.41497,2024-06-13,False,True,qwenqwen1505b,none,False,,,,,,,,
Qwen/Qwen1.5-0.5B-Chat,0.62,2024-06-12,other,"💬 chat models (RLHF, DPO, IFT, ...)",5.67816,18.0727,4.31803,0.679758,2.57271,6.06354,2.36222,2024-06-12,True,True,qwenqwen1505bchat,none,False,,,,,,,,
Qwen/Qwen1.5-1.8B,1.837,2024-06-13,other,🟢 pretrained,9.26949,21.5424,9.7599,3.17221,7.38255,3.9638,9.7961,2024-06-13,False,True,qwenqwen1518b,none,False,,,,,,,,
Qwen/Qwen1.5-1.8B-Chat,1.837,2024-06-12,other,"💬 chat models (RLHF, DPO, IFT, ...)",9.25778,20.191,5.90866,1.96375,6.37584,12.1794,8.92804,2024-06-12,True,True,qwenqwen1518bchat,none,False,,,,,,,,
Qwen/Qwen1.5-110B,111.21,2024-06-13,other,🟢 pretrained,29.8337,34.2194,44.2805,24.6979,13.6465,13.7055,48.4523,2024-06-13,False,True,qwenqwen15110b,high,True,Qwen1.5-110B,110,,,Yes,Open weights (unrestricted),2024-04-25,Alibaba
Qwen/Qwen1.5-110B-Chat,111.21,2024-06-12,other,"💬 chat models (RLHF, DPO, IFT, ...)",33.1272,59.3886,44.9845,23.4139,12.1924,16.2875,42.4959,2024-06-12,True,True,qwenqwen15110bchat,medium,True,Qwen1.5-110B,110,,,Yes,Open weights (unrestricted),2024-04-25,Alibaba
Qwen/Qwen1.5-14B,14.167,2024-06-13,other,🟢 pretrained,20.8541,29.0537,30.0631,20.2417,5.92841,10.4641,29.3735,2024-06-13,False,True,qwenqwen1514b,high,True,Qwen1.5-14B,14,3.36e+23,,Yes,Open weights (unrestricted),2024-02-04,Alibaba
Qwen/Qwen1.5-14B-Chat,14.167,2024-06-12,other,"💬 chat models (RLHF, DPO, IFT, ...)",23.5661,47.6808,32.7565,15.2568,2.68456,13.9307,29.0872,2024-06-12,True,True,qwenqwen1514bchat,medium,True,Qwen1.5-14B,14,3.36e+23,,Yes,Open weights (unrestricted),2024-02-04,Alibaba
Qwen/Qwen1.5-32B,32.512,2024-06-13,other,🟢 pretrained,27.2988,32.973,38.9804,30.287,10.6264,12.0406,38.8852,2024-06-13,False,True,qwenqwen1532b,high,True,Qwen1.5-32B,32,,,Yes,Open weights (restricted use),2024-02-05,Alibaba
Qwen/Qwen1.5-32B-Chat,32.512,2024-06-12,other,"💬 chat models (RLHF, DPO, IFT, ...)",29.2575,55.322,44.5549,19.5619,7.49441,10.1974,38.4142,2024-06-12,True,True,qwenqwen1532bchat,medium,True,Qwen1.5-32B,32,,,Yes,Open weights (restricted use),2024-02-05,Alibaba
Qwen/Qwen1.5-4B,3.95,2024-06-13,other,🟢 pretrained,11.7682,24.4475,16.2491,5.28701,3.57942,4.82266,16.2234,2024-06-13,False,True,qwenqwen154b,none,False,,,,,,,,
Qwen/Qwen1.5-4B-Chat,3.95,2024-06-12,other,"💬 chat models (RLHF, DPO, IFT, ...)",12.6273,31.5666,16.2971,2.79456,2.23714,7.35599,15.5123,2024-06-12,True,True,qwenqwen154bchat,none,False,,,,,,,,
Qwen/Qwen1.5-7B,7.721,2024-06-09,other,🟢 pretrained,16.0247,26.843,23.0758,9.29003,6.4877,9.15833,21.2932,2024-06-09,False,True,qwenqwen157b,high,True,Qwen1.5-7B,7,1.68e+23,,Yes,Open weights (unrestricted),2024-02-04,Alibaba
Qwen/Qwen1.5-7B-Chat,7.721,2024-06-12,other,"💬 chat models (RLHF, DPO, IFT, ...)",17.621,43.7116,22.3791,6.26888,7.04698,4.63828,21.6811,2024-06-12,True,True,qwenqwen157bchat,low,True,Qwen1.5-7B,7,1.68e+23,,Yes,Open weights (unrestricted),2024-02-04,Alibaba
Qwen/Qwen1.5-MoE-A2.7B,14.316,2024-06-13,other,🟢 pretrained,13.9459,26.5982,18.8379,9.29003,1.23043,7.96797,19.751,2024-06-13,False,True,qwenqwen15moea27b,none,False,,,,,,,,
Qwen/Qwen1.5-MoE-A2.7B-Chat,14.316,2024-06-12,other,"💬 chat models (RLHF, DPO, IFT, ...)",15.8809,37.9539,20.0418,6.34441,3.24385,6.33438,21.3671,2024-06-12,True,True,qwenqwen15moea27bchat,none,False,,,,,,,,
Qwen/Qwen2-0.5B,0.494,2024-11-30,apache-2.0,🟢 pretrained,7.22412,18.7322,7.91851,2.6435,1.45414,4.60104,7.99535,2024-11-30,False,True,qwenqwen205b,high,True,Qwen2-0.5B,0.5,3.6e+22,1.2e+13,Yes,Open weights (unrestricted),2024-06-07,Alibaba
Qwen/Qwen2-0.5B-Instruct,0.494,2024-06-12,apache-2.0,"💬 chat models (RLHF, DPO, IFT, ...)",6.58678,22.4666,5.87604,2.87009,0,2.40885,5.89908,2024-06-12,True,True,qwenqwen205binstruct,medium,True,Qwen2-0.5B,0.5,3.6e+22,1.2e+13,Yes,Open weights (unrestricted),2024-06-07,Alibaba
Qwen/Qwen2-1.5B,1.544,2024-06-09,apache-2.0,🟢 pretrained,10.4455,21.1327,11.7818,7.02417,1.90157,3.59323,17.2392,2024-06-09,False,True,qwenqwen215b,high,True,Qwen2-1.5B,1.5,6.3e+22,7e+12,Yes,Open weights (unrestricted),2024-06-07,Alibaba
Qwen/Qwen2-1.5B-Instruct,1.544,2024-06-12,apache-2.0,"💬 chat models (RLHF, DPO, IFT, ...)",14.1419,33.7123,13.6953,7.17523,1.566,12.0268,16.6759,2024-06-12,True,True,qwenqwen215binstruct,medium,True,Qwen2-1.5B,1.5,6.3e+22,7e+12,Yes,Open weights (unrestricted),2024-06-07,Alibaba
Qwen/Qwen2-57B-A14B,57.409,2024-06-13,apache-2.0,🟢 pretrained,25.0339,31.127,38.876,18.6556,7.49441,10.5385,43.5117,2024-06-13,False,True,qwenqwen257ba14b,high,True,Qwen2-57B-A14B,57,3.78e+23,,Yes,Open weights (unrestricted),2024-06-07,Alibaba
Qwen/Qwen2-57B-A14B-Instruct,57.409,2024-08-14,apache-2.0,"💬 chat models (RLHF, DPO, IFT, ...)",33.0159,63.3778,41.7859,28.1722,10.8501,14.1836,39.7255,2024-08-14,True,True,qwenqwen257ba14binstruct,medium,True,Qwen2-57B-A14B,57,3.78e+23,,Yes,Open weights (unrestricted),2024-06-07,Alibaba
Qwen/Qwen2-72B,72.706,2024-06-26,other,🟢 pretrained,35.4567,38.2361,51.8561,31.1178,19.2394,19.7289,52.5617,2024-06-26,False,True,qwenqwen272b,high,True,Qwen2-72B,72.71,3.02e+24,7e+12,Yes,Open weights (unrestricted),2024-06-07,Alibaba
Qwen/Qwen2-72B-Instruct,72.706,2024-06-26,other,"💬 chat models (RLHF, DPO, IFT, ...)",43.5941,79.8917,57.483,41.7674,16.3311,17.168,48.9232,2024-06-26,True,True,qwenqwen272binstruct,medium,True,Qwen2-72B,72.71,3.02e+24,7e+12,Yes,Open weights (unrestricted),2024-06-07,Alibaba
Qwen/Qwen2-7B,7.616,2024-06-09,apache-2.0,🟢 pretrained,23.9252,31.4867,34.7111,20.3927,7.27069,14.3229,35.3668,2024-06-09,False,True,qwenqwen27b,high,True,Qwen2-7B,7,2.94e+23,7e+12,Yes,Open weights (unrestricted),2024-06-07,Alibaba
Qwen/Qwen2-7B-Instruct,7.616,2024-06-12,apache-2.0,"💬 chat models (RLHF, DPO, IFT, ...)",27.9367,56.7908,37.8084,27.6435,6.37584,7.36562,31.636,2024-06-12,True,True,qwenqwen27binstruct,low,True,Qwen2-7B,7,2.94e+23,7e+12,Yes,Open weights (unrestricted),2024-06-07,Alibaba
Qwen/Qwen2-Math-72B-Instruct,72.706,2024-08-19,other,"💬 chat models (RLHF, DPO, IFT, ...)",38.021,56.9381,47.9602,55.3625,15.7718,15.7289,36.3641,2024-08-19,True,True,qwenqwen2math72binstruct,medium,True,Qwen2-Math-72B,72,,,Yes,Open weights (restricted use),2024-08-09,Alibaba
Qwen/Qwen2-Math-7B,7.616,2024-08-19,apache-2.0,🔶 fine-tuned on domain-specific datasets,12.0169,26.8705,14.0645,24.7734,1.78971,2.41667,2.18676,2024-08-19,False,True,qwenqwen2math7b,high,True,Qwen2-Math-7B,7,,,Yes,Open weights (unrestricted),2024-08-09,Alibaba
Qwen/Qwen2-VL-72B-Instruct,73.406,2024-10-20,other,🌸 multimodal,39.5366,59.8233,56.3112,34.4411,18.3445,15.8857,52.4139,2024-10-20,False,True,qwenqwen2vl72binstruct,none,False,,,,,,,,
Qwen/Qwen2-VL-7B-Instruct,8.291,2024-10-20,apache-2.0,🌸 multimodal,26.4933,45.9922,35.8771,19.864,9.28412,13.5542,34.3879,2024-10-20,False,True,qwenqwen2vl7binstruct,none,False,,,,,,,,
Qwen/Qwen2.5-0.5B,0.5,2024-09-19,apache-2.0,🟢 pretrained,6.55007,16.2717,6.95396,3.92749,0,2.08333,10.0639,2024-09-19,False,True,qwenqwen2505b,none,False,,,,,,,,
Qwen/Qwen2.5-0.5B-Instruct,0.5,2024-09-19,apache-2.0,"💬 chat models (RLHF, DPO, IFT, ...)",8.14065,30.7123,8.43486,0,1.00671,0.94401,7.74601,2024-09-19,True,True,qwenqwen2505binstruct,none,False,,,,,,,,
Qwen/Qwen2.5-0.5B-Instruct,0.494,2024-10-16,apache-2.0,"💬 chat models (RLHF, DPO, IFT, ...)",10.1075,31.5291,8.1695,10.3474,1.23043,1.37344,7.99535,2024-10-16,True,True,qwenqwen2505binstruct,none,False,,,,,,,,
Qwen/Qwen2.5-1.5B,1.5,2024-09-19,apache-2.0,🟢 pretrained,13.8527,26.743,16.6605,9.13897,4.69799,5.26589,20.6099,2024-09-19,False,True,qwenqwen2515b,high,True,Qwen2.5-1.5B,1.54,1.6632e+23,,Yes,Open weights (unrestricted),2024-09-19,Alibaba
Qwen/Qwen2.5-1.5B-Instruct,1.5,2024-09-19,apache-2.0,"💬 chat models (RLHF, DPO, IFT, ...)",18.4305,44.7557,19.8098,22.0544,0.782998,3.18906,19.9911,2024-09-19,True,True,qwenqwen2515binstruct,medium,True,Qwen2.5-1.5B,1.54,1.6632e+23,,Yes,Open weights (unrestricted),2024-09-19,Alibaba
Qwen/Qwen2.5-14B,14.77,2024-09-19,apache-2.0,🟢 pretrained,31.9511,36.9446,45.0783,29.003,17.5615,15.9133,47.2056,2024-09-19,False,True,qwenqwen2514b,high,True,Qwen2.5-14B,14.7,1.5876e+24,,Yes,Open weights (unrestricted),2024-09-19,Alibaba
Qwen/Qwen2.5-14B-Instruct,14.77,2024-09-18,apache-2.0,"💬 chat models (RLHF, DPO, IFT, ...)",41.3095,81.5778,48.3607,54.7583,9.61969,10.1578,43.3825,2024-09-18,True,True,qwenqwen2514binstruct,medium,True,Qwen2.5-14B,14.7,1.5876e+24,,Yes,Open weights (unrestricted),2024-09-19,Alibaba
Qwen/Qwen2.5-14B-Instruct-1M,14.77,2025-01-26,apache-2.0,🔶 fine-tuned on domain-specific datasets,41.559,84.1356,45.6583,53.0211,12.4161,11.35,42.773,2025-01-26,False,True,qwenqwen2514binstruct1m,medium,True,Qwen2.5-14B,14.7,1.5876e+24,,Yes,Open weights (unrestricted),2024-09-19,Alibaba
Qwen/Qwen2.5-32B,32.764,2024-09-19,apache-2.0,🟢 pretrained,38.008,40.7665,53.9548,35.6495,21.5884,22.6958,53.3928,2024-09-19,False,True,qwenqwen2532b,high,True,Qwen2.5-32B,32.5,3.51e+24,1.8e+13,Yes,Open weights (unrestricted),2024-09-17,Alibaba
Qwen/Qwen2.5-32B-Instruct,32.764,2024-09-19,apache-2.0,"💬 chat models (RLHF, DPO, IFT, ...)",46.5971,83.4612,56.4893,62.5378,11.745,13.499,51.8506,2024-09-19,True,True,qwenqwen2532binstruct,medium,True,Qwen2.5-32B,32.5,3.51e+24,1.8e+13,Yes,Open weights (unrestricted),2024-09-17,Alibaba
Qwen/Qwen2.5-3B,3.086,2024-09-27,other,🟢 pretrained,18.1028,26.8954,24.3042,14.8036,6.37584,11.7583,24.4792,2024-09-27,False,True,qwenqwen253b,high,True,Qwen2.5-3B,3.09,3.3372e+23,,Yes,Open weights (non-commercial),2024-09-19,Alibaba
Qwen/Qwen2.5-3B-Instruct,3,2024-09-19,other,"💬 chat models (RLHF, DPO, IFT, ...)",27.1618,64.7492,25.8014,36.7825,3.02013,7.56562,25.0517,2024-09-19,True,True,qwenqwen253binstruct,medium,True,Qwen2.5-3B,3.09,3.3372e+23,,Yes,Open weights (non-commercial),2024-09-19,Alibaba
Qwen/Qwen2.5-72B,72.706,2024-09-19,other,🟢 pretrained,38.4411,41.371,54.6151,39.1239,20.6935,19.6406,55.2028,2024-09-19,False,True,qwenqwen2572b,high,True,Qwen2.5-72B,72.7,7.8e+24,1.8e+13,Yes,Open weights (unrestricted),2024-09-19,Alibaba
Qwen/Qwen2.5-72B-Instruct,72.706,2024-10-16,other,"💬 chat models (RLHF, DPO, IFT, ...)",47.9805,86.3838,61.8733,59.8187,16.6667,11.7422,51.3981,2024-10-16,True,True,qwenqwen2572binstruct,medium,True,Qwen2.5-72B,72.7,7.8e+24,1.8e+13,Yes,Open weights (unrestricted),2024-09-19,Alibaba
Qwen/Qwen2.5-7B,7.616,2024-09-19,apache-2.0,🟢 pretrained,26.0192,33.7448,35.8135,25.0755,9.95526,14.1367,37.3892,2024-09-19,False,True,qwenqwen257b,high,True,Qwen2.5-7B,7.61,8.2188e+23,,Yes,Open weights (unrestricted),2024-09-19,Alibaba
Qwen/Qwen2.5-7B-Instruct,7.616,2024-09-18,apache-2.0,"💬 chat models (RLHF, DPO, IFT, ...)",35.2001,75.8525,34.8921,50,5.48098,8.45391,36.5211,2024-09-18,True,True,qwenqwen257binstruct,medium,True,Qwen2.5-7B,7.61,8.2188e+23,,Yes,Open weights (unrestricted),2024-09-19,Alibaba
Qwen/Qwen2.5-7B-Instruct-1M,7.616,2025-01-26,apache-2.0,🔶 fine-tuned on domain-specific datasets,32.7639,74.4762,35.0263,43.3535,6.37584,9.52057,27.8313,2025-01-26,False,True,qwenqwen257binstruct1m,medium,True,Qwen2.5-7B,7.61,8.2188e+23,,Yes,Open weights (unrestricted),2024-09-19,Alibaba
Qwen/Qwen2.5-Coder-14B,14.77,2024-11-12,apache-2.0,🟢 pretrained,24.8291,34.7265,40.523,22.5076,5.7047,6.38724,39.1253,2024-11-12,False,True,qwenqwen25coder14b,none,False,,,,,,,,
Qwen/Qwen2.5-Coder-14B-Instruct,14.77,2024-11-12,apache-2.0,"💬 chat models (RLHF, DPO, IFT, ...)",32.1228,69.0756,44.22,32.4773,7.27069,7.03229,32.6611,2024-11-12,True,True,qwenqwen25coder14binstruct,none,False,,,,,,,,
Qwen/Qwen2.5-Coder-32B,32.764,2024-12-10,apache-2.0,🟢 pretrained,33.2624,43.6341,48.5112,30.8912,12.8635,15.8682,47.8059,2024-12-10,False,True,qwenqwen25coder32b,high,True,Qwen2.5-Coder (32B),32.5,1.0725e+24,,Yes,Open weights (unrestricted),2024-11-12,Alibaba
Qwen/Qwen2.5-Coder-32B-Instruct,32.764,2024-12-10,apache-2.0,"💬 chat models (RLHF, DPO, IFT, ...)",39.8855,72.6527,52.2665,49.5468,13.1991,13.7229,37.9248,2024-12-10,True,True,qwenqwen25coder32binstruct,medium,True,Qwen2.5-Coder (32B),32.5,1.0725e+24,,Yes,Open weights (unrestricted),2024-11-12,Alibaba
Qwen/Qwen2.5-Coder-7B,7.616,2024-09-21,apache-2.0,🟢 pretrained,19.2095,34.4592,28.4389,19.1843,1.23043,2.17344,29.7706,2024-09-21,False,True,qwenqwen25coder7b,high,True,Qwen2.5-Coder (7B),7.61,2.5113e+23,,Yes,Open weights (unrestricted),2024-09-18,Alibaba
Qwen/Qwen2.5-Coder-7B-Instruct,7.616,2024-11-07,apache-2.0,"💬 chat models (RLHF, DPO, IFT, ...)",28.0523,61.0148,28.9385,37.1601,5.59284,9.47552,26.1322,2024-11-07,True,True,qwenqwen25coder7binstruct,medium,True,Qwen2.5-Coder (7B),7.61,2.5113e+23,,Yes,Open weights (unrestricted),2024-09-18,Alibaba
Qwen/Qwen2.5-Coder-7B-Instruct,7.616,2024-11-07,apache-2.0,"💬 chat models (RLHF, DPO, IFT, ...)",22.5245,61.4719,28.7266,3.09668,5.81655,9.87552,26.1599,2024-11-07,True,True,qwenqwen25coder7binstruct,medium,True,Qwen2.5-Coder (7B),7.61,2.5113e+23,,Yes,Open weights (unrestricted),2024-09-18,Alibaba
Qwen/Qwen2.5-Math-1.5B-Instruct,1.544,2025-03-06,apache-2.0,🔶 fine-tuned on domain-specific datasets,12.0249,18.5573,12.8598,26.284,2.01342,3.53438,8.90034,2025-03-06,False,True,qwenqwen25math15binstruct,medium,True,Qwen2.5-Math-1.5B,1.5,1.7532e+23,,Yes,Open weights (unrestricted),2024-09-19,Alibaba
Qwen/Qwen2.5-Math-72B-Instruct,72.706,2024-09-29,other,"💬 chat models (RLHF, DPO, IFT, ...)",36.8229,40.0347,48.9661,62.3867,10.8501,16.3422,42.3574,2024-09-29,True,True,qwenqwen25math72binstruct,none,False,,,,,,,,
Qwen/Qwen2.5-Math-7B,7.616,2024-09-21,apache-2.0,🟩 continuously pretrained,17.8367,24.5998,22.0088,30.5136,5.81655,4.99505,19.0861,2024-09-21,False,True,qwenqwen25math7b,low,True,Qwen2.5-Math-7B-Base,7,8.6388e+23,,Yes,Open weights (unrestricted),2024-09-19,Alibaba
Qwen/Qwen2.5-Math-7B-Instruct,7,2024-09-19,apache-2.0,"💬 chat models (RLHF, DPO, IFT, ...)",21.7681,26.3584,21.4898,58.0816,1.566,2.89115,20.222,2024-09-19,True,True,qwenqwen25math7binstruct,none,False,,,,,,,,
RDson/WomboCombo-R1-Coder-14B-Preview,14.77,2025-02-06,,🤝 base merges and moerges,41.4561,62.8558,48.1541,59.8943,9.50783,22.0148,46.3098,2025-02-06,False,False,rdsonwombocombor1coder14bpreview,none,False,,,,,,,,
RESMPDEV/EVA-Qwen2.5-1.5B-FRFR,1.544,2025-01-14,apache-2.0,🔶 fine-tuned on domain-specific datasets,14.1851,30.8172,15.6296,10.2719,3.91499,4.80885,19.6679,2025-01-14,False,True,resmpdevevaqwen2515bfrfr,none,False,,,,,,,,
RESMPDEV/Qwen2-Wukong-0.5B,0.63,2024-06-30,apache-2.0,🔶 fine-tuned on domain-specific datasets,4.97554,18.5424,4.19666,0.151057,0,3.32656,3.6366,2024-06-30,False,True,resmpdevqwen2wukong05b,none,False,,,,,,,,
RLHFlow/ArmoRM-Llama3-8B-v0.1,7.511,2024-10-08,llama3,"💬 chat models (RLHF, DPO, IFT, ...)",4.70549,18.967,1.74945,0,0,6.65026,0.866209,2024-10-08,True,True,rlhflowarmormllama38bv01,none,False,,,,,,,,
RLHFlow/LLaMA3-iterative-DPO-final,8.03,2024-06-26,llama3,🔶 fine-tuned on domain-specific datasets,21.1092,53.4011,29.7878,8.83686,4.47427,5.07552,25.0794,2024-06-26,False,True,rlhflowllama3iterativedpofinal,none,False,,,,,,,,
RWKV/rwkv-raven-14b,14,2024-07-08,,🔶 fine-tuned on domain-specific datasets,3.96059,7.68372,6.76377,0.453172,0,7.19323,1.66962,2024-07-08,False,False,rwkvrwkvraven14b,none,False,,,,,,,,
Rakuten/RakutenAI-2.0-mini-instruct,1.535,2025-02-26,apache-2.0,🔶 fine-tuned on domain-specific datasets,13.318,67.9391,2.42969,5.21148,2.23714,0.78125,1.30947,2025-02-26,False,True,rakutenrakutenai20miniinstruct,none,False,,,,,,,,
Rakuten/RakutenAI-7B,7.373,2024-09-06,apache-2.0,🔶 fine-tuned on domain-specific datasets,11.547,15.5597,20.9821,1.96375,5.25727,4.6599,20.8592,2024-09-06,False,True,rakutenrakutenai7b,none,False,,,,,,,,
Rakuten/RakutenAI-7B-chat,7.373,2024-09-08,apache-2.0,🔶 fine-tuned on domain-specific datasets,12.8031,26.8555,20.2376,2.94562,0.894855,5.90313,19.9819,2024-09-08,False,True,rakutenrakutenai7bchat,none,False,,,,,,,,
Replete-AI/L3-Pneuma-8B,8.03,2024-10-15,llama3,🔶 fine-tuned on domain-specific datasets,16.6918,24.1327,28.1631,5.43807,9.0604,9.18177,24.1744,2024-10-15,False,True,repleteail3pneuma8b,none,False,,,,,,,,
Replete-AI/L3.1-Pneuma-8B,8.03,2024-11-13,llama3.1,🔶 fine-tuned on domain-specific datasets,27.6848,70.7642,30.2626,21.9789,7.04698,6.15599,29.8999,2024-11-13,False,True,repleteail31pneuma8b,none,False,,,,,,,,
Replete-AI/Llama3-8B-Instruct-Replete-Adapted,8,2024-07-09,,🔶 fine-tuned on domain-specific datasets,22.7785,69.1531,26.889,7.0997,4.1387,2.82448,26.5662,2024-07-09,False,False,repleteaillama38binstructrepleteadapted,medium,True,Llama 3-8B,8,7.2e+23,1.5e+13,Yes,Open weights (restricted use),2024-04-18,Meta AI
Replete-AI/Replete-Coder-Instruct-8b-Merged,8.03,2024-07-11,,🤝 base merges and moerges,16.4277,53.8757,21.9377,7.77946,2.57271,3.45391,8.94651,2024-07-11,False,False,repleteairepletecoderinstruct8bmerged,none,False,,,,,,,,
Replete-AI/Replete-Coder-Llama3-8B,8.03,2024-06-26,,🔶 fine-tuned on domain-specific datasets,11.958,47.2936,7.05548,4.75831,1.45414,7.51276,3.67354,2024-06-26,False,False,repleteairepletecoderllama38b,none,False,,,,,,,,
Replete-AI/Replete-Coder-Qwen2-1.5b,1.544,2024-06-26,,🔶 fine-tuned on domain-specific datasets,11.561,30.1428,10.4265,3.85196,2.46085,9.74219,12.7419,2024-06-26,False,False,repleteairepletecoderqwen215b,none,False,,,,,,,,
Replete-AI/Replete-LLM-Qwen2-7b,7.616,2024-08-13,,🔶 fine-tuned on domain-specific datasets,3.32539,9.04755,2.84293,0,0.447427,5.86172,1.75273,2024-08-13,False,False,repleteairepletellmqwen27b,none,False,,,,,,,,
Replete-AI/Replete-LLM-Qwen2-7b,7.616,2024-08-13,,🔶 fine-tuned on domain-specific datasets,3.50917,9.32481,2.72497,0,0,7.26172,1.7435,2024-08-13,False,False,repleteairepletellmqwen27b,none,False,,,,,,,,
Replete-AI/Replete-LLM-Qwen2-7b_Beta-Preview,7.616,2024-07-26,,🔶 fine-tuned on domain-specific datasets,3.57743,8.57547,1.96568,0,0,7.75781,3.16563,2024-07-26,False,False,repleteairepletellmqwen27bbetapreview,none,False,,,,,,,,
Replete-AI/Replete-LLM-V2-Llama-3.1-8b,8.03,2024-08-30,,🔶 fine-tuned on domain-specific datasets,24.9792,55.1497,33.2076,14.0483,8.50112,8.37578,30.5925,2024-08-30,False,False,repleteairepletellmv2llama318b,none,False,,,,,,,,
RezVortex/JAJUKA-WEWILLNEVERFORGETYOU-3B,3.213,2025-02-26,,🤝 base merges and moerges,23.2151,68.581,23.7608,15.4834,1.00671,6.64427,23.8143,2025-02-26,False,False,rezvortexjajukawewillneverforgetyou3b,none,False,,,,,,,,
